"filename", "language", "TypeScript React", "TypeScript", "Less", "XML", "CSS", "JSON", "JSON with Comments", "JavaScript", "Markdown", "HTML", "comment", "blank", "total"
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-tiktok.svg", "XML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-titter.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-tran.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-upArrow.svg", "XML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-user.svg", "XML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-whatApp.svg", "XML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/aic/Desktop/zen-blog/src/assets/svg/icon-zhihu.svg", "XML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/aic/Desktop/zen-blog/src/assets/svg/link-blue.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/aic/Desktop/zen-blog/src/assets/svg/link-green.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/aic/Desktop/zen-blog/src/assets/svg/link-orange.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/aic/Desktop/zen-blog/src/assets/svg/link-purple.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/aic/Desktop/zen-blog/src/assets/svg/pop-BottomLeft.svg", "XML", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/aic/Desktop/zen-blog/src/assets/svg/pop-BottomRight.svg", "XML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
